_id,title,datetime,collectionName,__v
6669ab0cdeb9c3c8f02d42cc,Con Người,"June 12, 2024 9:05:00 PM",vocab_human,0
6669ab60deb9c3c8f02d43c8,Thiên Nhiên,"June 12, 2024 9:06:24 PM",vocab_nature,0
6669ab7fdeb9c3c8f02d4484,Ẩm Thực,"June 12, 2024 9:06:55 PM",vocab_food,0
6669abcadeb9c3c8f02d45c8,Trường Học,"June 12, 2024 9:08:10 PM",vocab_school,0
6669abe4deb9c3c8f02d46ab,Hoạt Động,"June 12, 2024 9:08:36 PM",vocab_activity,0
6681848ce203776819f1138e,Đồ vật,"June 30, 2024 11:15:08 PM",vocab_object,0
