_id,vocabulary,type,pronunciation,meaning,__v
6681848ce203776819f113dc,bookshelf,n,/ˈbʊkʃelf/,kệ sách,0
6681848ce203776819f113e1,oven,n,/ˈʌv.ən/,lò nướng,0
6681848ce203776819f113e4,blender,n,/ˈblendər/,máy xay,0
6681848ce203776819f113ea,pillow,n,/ˈpɪl.oʊ/,gối,0
6681848ce203776819f113ed,hairdryer,n,/ˈherdraɪər/,máy sấy tóc,0
6681848ce203776819f113ef,plant pot,n,/ˈplænt pɑːt/,chậu cây,0
6681848ce203776819f113f0,vase,n,/veɪs/,lọ hoa,0
6681848ce203776819f113f3,mirror,n,/ˈmɪrər/,gương,0
6681848ce203776819f113f5,toilet,n,/ˈtɔɪ.lət/,bồn cầu,0
6681848ce203776819f113f6,bathtub,n,/ˈbæθ.tʌb/,bồn tắm,0
6681848ce203776819f113fb,bucket,n,/ˈbʌk.ɪt/,xô,0
6681848ce203776819f11404,yellow,"n, adj",/ˈjel.oʊ/,màu vàng,0
6681848ce203776819f11407,violet,"n, adj",/ˈvaiəlit/,màu tím,0
6681848ce203776819f1140e,indigo,"n, adj",/ˈɪn.dɪ.ɡoʊ/,màu chàm,0
6681848ce203776819f11398,pants,n,/pænts/,quần,0
6681848ce203776819f1139b,accessories,n,/əkˈsesəris/,phụ kiện,0
6681848ce203776819f1139c,hat,n,/hæt/,mũ,0
6681848ce203776819f1139e,sunglasses,n,/ˈsʌnˌɡlæs.ɪz/,"kính râm, kính mát",0
6681848ce203776819f113a0,necklace,n,/ˈnekləs/,vòng cổ,0
6681848ce203776819f113a2,hairpin,n,/ˈherpɪn/,cặp tóc,0
6681848ce203776819f113a4,scarf,n,/skɑːrf/,khăn choàng,0
6681848ce203776819f113a9,belt,n,/belt/,thắt lưng,0
6681848ce203776819f113ad,swimsuit,n,/ˈswɪm.suːt/,"đồ tắm, đồ bơi",0
6681848ce203776819f113ae,bra,n,/brɑː/,áo lót,0
6681848ce203776819f113b1,collar,n,/ˈkɑːlər/,cổ áo,0
6681848ce203776819f113b3,hood,n,/hʊd/,mũ áo,0
6681848ce203776819f113b4,pocket,n,/ˈpɑːkɪt/,"túi áo, túi quần",0
6681848ce203776819f113b5,sleeve,n,/sliːv/,tay áo,0
6681848ce203776819f113b8,cuff,n,/kʌf/,cổ tay áo,0
6681848ce203776819f113be,khaki,n,/ˈkɑːki/,vải kaki,0
6681848ce203776819f113c3,living room,n,/ˈlɪvɪŋ ruːm/,phòng khách,0
6681848ce203776819f113c8,garage,n,/ɡəˈrɑːʒ/,"ga ra, nhà để xe",0
6681848ce203776819f113ca,basement,n,/ˈbeɪs.mənt/,tầng hầm,0
6681848ce203776819f113cb,roof,n,/ruːf/,mái nhà,0
6681848ce203776819f113cc,entrance,n,/ˈen.trəns,"lối vào, cổng vào",0
6681848ce203776819f113d0,wall,n,/wɔːl/,tường,0
6681848ce203776819f113d7,table,n,/ˈteɪbl/,cái bàn,0
6681848ce203776819f113d9,fan,n,/fæn/,cái quạt,0
6681848ce203776819f113da,air conditioner (AC),n,/ˈer kəndɪʃənər/,điều hòa nhiệt độ,0
6681848ce203776819f113db,television (TV),n,/ˈtelɪvɪʒn/,ti vi,0
6681848ce203776819f113de,cupboard,n,/ˈkʌbərd/,tủ bát,0
6681848ce203776819f113df,refrigerator,n,/rɪˈfrɪdʒəreɪtər/,tủ lạnh,0
6681848ce203776819f113e0,stove,n,/stoʊv/,bếp lò,0
6681848ce203776819f113e2,microwave,n,/ˈmaɪkrəweɪv/,lò vi sóng,0
6681848ce203776819f113e3,cooker,n,/ˈkʊkər/,nồi cơm điện,0
6681848ce203776819f113e5,kettle,n,/ˈket̬.əl/,ấm đun nước,0
6681848ce203776819f113e6,tablecloth,n,/ˈteɪblklɔːθ/,khăn trải bàn,0
6681848ce203776819f113e7,bed,n,/bed/,giường,0
6681848ce203776819f113ec,nightstand,n,/ˈnaɪtstænd/,tủ đầu giường,0
6681848ce203776819f113f2,sink,n,/sɪŋk/,"bồn rửa, chậu rửa mặt",0
6681848ce203776819f11401,black,"n, adj",/blæk/,màu đen,0
6681848ce203776819f11403,orange,"n, adj",/ˈɔːr.ɪndʒ/,màu cam,0
6681848ce203776819f1140c,brown,"n, adj",/braʊn/,màu nâu,0
6681848ce203776819f1140d,silver,"n, adj",/ˈsɪl.vɚ/,màu bạc,0
6681848ce203776819f11412,teal,"n, adj",/tiːl/,màu xanh mòng két (xanh lam pha xanh lục đậm),0
