_id,exerciseId,userId,__v,lastScore,score
6677bf227a25bc46fe595c6d,6669ab0cdeb9c3c8f02d42cc,6676c95e740fa3a8e5537f58,0,14,14
668060003e5a64b9a471a17b,6669ab0cdeb9c3c8f02d42cc,667daee538645c56548de648,0,30,30
6683b9283e5a64b9a45dedcf,6669ab0cdeb9c3c8f02d42cc,6683b8e9f4ab4f1a862c7bfe,0,8,8
668aafa2caa59f0d8b39e966,6669ab60deb9c3c8f02d43c8,667daee538645c56548de648,0,29,29
